"estabelecimento","total gasto"
"TERMINAL CENTER HOTEL LTDA","3040,6"
"BLUE TREE HOTEL","3029,25"
"CERQUEIRA & SILVA LTDA",3000
"HOTEL TAKANA",3000
"SARAIVA ADMINISTRAÇÃO HOTELEIRA LTDA",3000
"HOTEL VARANDAS ARARAQUARA LTDA - ME",2976
"P.J.P. LOCAÇÕES E SERVIÇOS LTDA - BRASÍLIA RENT A","2967,25"
"SOPAL HOTEIS CARIRIS LTDA",2934
"EXECUTIVE HOTEIS E TURISMO LTDA - EPP",2928
"HOTEL DALL'ONDER LTDA","2894,3"
"REDE NOBRE DE HOTELARIA LTDA",2838
"PONTA VERDE LTDA",2809
"BARRAVENTO HOTEL LTDA",2800
"WEMBLEY EMPREENDIMENTOS TURÍSTICOS LTDA",2780
"LESSA HOTEL LTDA",2750
"LANG PALACE HOTEL","2739,84"
"EMPREENDIMENTO HOTELEIRO CLIMAX LTDA",2704
"S. M. DA  S. MENDONÇA",2660
"SOCIEDADE DE HOTÉIS E TURISMO LTDA",2650
"PRINCIPE HOTEL LTDA","2632,5"
"GOLDEN TOWER HOTEIS E TURISMO LTDA","2622,38"
"OLIVVER INN THE PREMIUM APART HOTEL","2620,8"
"NOVO HOTEL MUNICIPAL","2597,94"
"LAZAR EMPREENDIMENTOS TURÍSTICOS S/A",2580
"AMARRAÇÃO EMPREENDIMENTOS TURISTICOS LTDA",2540
"ANASTACIO ALBERTO TEIXEIRA & CIA LTDA",2540
"ELIANE DE SOUZA LOPES PAIXAO - ME",2520
"HOTEL GUIMARÃES LTDA",2520
"HOTEL CANAA",2485
"HOTELARIA ACCOR BRASIL S/A - SCP SAINT LAWRENCE FLAT SERVICE","2482,2"
"HOTEL CENTER PALACE",2450
"CLARICE PRETTO COLAGIOVANI - ME",2395
"HOTEL ATLANTIS BOULEVARD",2380
"NOGUEIRA DE LIMA E FILHOS LTDA",2358
"ONIGRAT HOTEL LTDA","2297,4"
"HOTEL E POUSADA DAS ACÁCIAS LTDA",2270
"SILVIO GABRIEL FREITAS - ME",2254
"CONGREGAÇÃO REDENTORISTA NORDESTINA",2250
"FINOS SABORES RESTAURANTE LTDA ME MEE",2217
"ASPPEN HOTEL LTDA","2212,4"
"PIZZATO PRAIA HOTEL LTDA",2200
"INGRA HOTEL LTDA","2171,4"
"HOTEL FÊNIX LTDA",2150
"EMPRESA COLONIAL DE HOTEIS LTDA","2142,4"
"TOURIST PARQUE HOTEL - REDE MANTA DE LAZER E TURISMO","2141,37"
"HOTEL NACIONAL INN CAMPINAS LTDA",2110
"UNIQUE SERVIÇOS DE HOTELARIA E ALIMENTAÇÃO","2053,41"
"BOA VIAGEM PRAIA",2040
"HOTEL JATIUCA S/A",2032
"ESTON HOTEL LTDA",2015
"GETULIO VARGAS FALCO - EPP",1980
"LMS HOTEIS E TURISMO LTDA - TRIANON","1966,5"
"HOTEL ENCOSTA DA SERRA LTDA",1950
"MELIÁ BRASIL ADM. HOTELEIRA COMERCIAL LTDA",1917
"BAY PARK",1914
"AUGUSTO CESAR FARIAS DE OLIVEIRA","1912,5"
"LEITERIA SÃO LUIZ COMÉRCIO E INDÚSTRIA LTDA",1890
"HOTEL TREVÃO LTDA",1880
"LUERLU VOLUPIA RODOTEL LTDA ME",1880
"M & T. ALOJAMENTOS LTDA-ME",1830
"P.H.HOTEL LTDA.",1815
"JOAQUIM TAVARES DE SÁ NETO",1814
"HOTEL PORTOBELLO",1784
"A. TEIXEIRA DE RESENDE",1780
"CONDOMÍNIO DO EDF. CORAL INN APART HOTEL","1776,5"
"CIBELY SOARES BARRA",1755
"GRAN ROYALLE CASA DE PÃES LTDA","1749,3"
"POUSADA DOS CHAPURYS",1740
"HOTEL DA COSTA LTDA","1720,95"
"F. ELIAS DE MENDONÇA - ME",1680
"HOTEL PETROPOLIS LTDA",1620
"CASABLANCA CENTE HOTEL LTDA","1614,6"
"MANOEL ARAÚJO DOS SANTOS",1600
"BRISA MAR HOTEL S/A",1582
"HOTEL E TURISMO CARLTON PLAZA LTDA","1562,4"
"POUSADA E RESTAURANTE ENERGIA",1560
"CSVS COMERCIO SERVIÇOS VASCONCELOS SANTOS LTDA",1550
"SASSOURAT ADM HOTEL MONTESE",1542
"IVANDY RAMALHO DE ANDRADE FILHO - ME",1530
"FARIA E SIMONELLI LTDA",1520
"F F A NOLETO & CIA LTDA",1500
"HOTEL DE TRÂNSITO DA BASE AEREA DE SALVADOR",1500
"HOTEL UNIÃO",1500
"RESTAURANTE D´ITÁLIA",1500
"SERVIÇO SOCIAL DO COMÉRCIO - SESC",1495
"CAFE E RESTAURANTE DEGUSTE LTDA",1482
"LE CANARD SERVIÇOS DE HOTELARIA LTDA",1482
"M. H. G. AVELAR - ME",1465
"HOTEL DAS AMÉRICAS LTDA (BURITIS)",1440
"LEDU EMPREENDIMENTOS HOTELEIRO LTDA",1440
"ATNAS HOTEL E TURISMO LTDA",1439
"CHAVES PALACE HOTEL",1400
"CHARQUEADA SANTA RITA LTDA","1364,6"
"IMPERIAL SUZANO APART HOTEL LTDA - ME",1361
"ELENAURA SUYLA ALVES RIBEIRO ME",1350
"FAZENDA SANTA CLARA",1350
"TREV¹US HOTEL LTDA ME",1350
"A. S. VILHENA - ME",1340
"HOTEIS CJ EXPRESS INN LTDA",1330
"AMERICAN PALACE HOTEL LTDA",1325
"MATHEUS DE ANDRADE MENDES SCAVACINI ME",1320
"RITZ PLAZA HOTEL LTDA",1320
"LIAU GROUP HOTELARIA E ADMINISTRAÇÃO DE BENS LTDA","1305,01"
"GRAN MELIÁ MOFARREJ","1301,08"
"BOCA DO MONTE HOTEIS E TURISMO LTDA",1300
"J. S. DUARTE - ME",1290
"CLASSE APART ACALANTO",1280
"HOTEL PAUSADA DAS ARARAS","1271,2"
"BARBOSA COMERCIAL","1256,76"
"LAGO HOTEL LTDA",1240
"IRMA HACK",1230
"GRANDE HOTEL DE OURO PRETO LTDA","1215,8"
"ASSIS BRASIL HOTEL",1200
"FERNANDA RAULINO DE SOUZA CAETANO",1190
"HOTEL COLONIAL LTDA",1170
"HOTEL TURISMO LTDA.",1170
"SUAVE SABOR RESTAURANTE E LANCHONETE LTDA - EPP",1168
"BERNARDUS RESTAURANTE LTDA-ME",1156
"POUSADA VILLA DUMONT LTDA",1130
"CHURRASCARIA BOI NA BRASA LTDA-ME",1125
"DOTEL OPERADORA DE SERVIÇOS HOTELEIROS LTDA","1123,2"
"HOTEL MARQUES LTDA",1120
"NATUREZA EMPREENDIMENTOS HOTELEIROS LTDA ME",1116
"SAMPAIO E FELIPE LTDA",1095
"NEW ANAPOLIS HOTEL",1088
"HOTEL REFUGIO",1080
"POUSADA MONTE IMPERIAL KOELLER LTDA ME",1078
"HOTEL HELOISA E FILHO LTDA",1071
"HOTEL DE TRÂNSITO DA BASE DO GALEÃO",1038
"PREZUNIC COMERCIAL LTDA","1036,76"
"VICENTE E BENTO MICHETTI LTDA",1023
"LUXOR HOTEIS","1010,5"
"PREDIAL E ADMINISTRADORA HOTEIS PLAZA S.A.","1002,39"
"HOTEL FLAMBOYANT INN LTDA",1000
"MARIA EDILANDA SILVEIRA - ME",988
"J. M. DE ARAÚJO",980
"APARECIDA FATIMA VILALBA FALCO - ME","955,5"
"HTC HOTELARIA LTDA - CASA DO MANEQUINHO",946
"HOTEL FERNANDES",945
"OESTE PLAZA HOTEL LTDA",930
"TRINDADE & PASCHOALETO LTDA",925
"ARSOL RESTAURANTE LTDA","921,6"
"A.D.T. DEL AGUILA",900
"COMÉRCIO E INDÚSTRIA AZIS ABRAS LTDA",900
"MARIA ZENILDA FEITOSA",900
"RICARDO NAKAIE - ME",900
"ORION COPACABANA HOTEL LTDA - ORLA","893,55"
"M. ELVIA P. G. SAAVEDRA",875
"ANDRELINA RODRIGUES MARTINS ME",860
"FLÁVIO TAUIL CAETANO - ME",860
"MASTER PLAZA EMPREENDIMENTOS LTDA",855
"ATLANTA HOTEL LTDA.",852
"L. AURELIANO CAVALCANTE MOTA - ME",850
"GELPS HOTEIS E PARTICIPAÇÕES LTDA - ME",847
"HOTEL FLORENÇA IGUAÇU LTDA",840
"MACEDO & MOURA LTDA - ME",840
"NINA COMERCIO DE ALIMENTOS LTDA","814,45"
"RESTAURANTE E BAR AMARELINHO DA GLÓRIA LTDA",810
"HOTEL DEL REY LTDA","808,5"
"GRNADE HOTEL BLUMENAU",808
"SLAVIERO HOTELS E TURISMO LTDA","803,25"
"ÁLVARO SANTANA & CIA LTDA",800
"HOTEL E RESTAURANTE MAICHEL LTDA",800
"WESTERN HOUSE - RESTAURANTE FINO SABOR","790,5"
"HUELLMAN GOBBI CARVALHO - ME",790
"MARIA ELISABETE LOMBELLO TEDESCHI",780
"ROSA MARIA CARDUM",780
"CARREFOUR COMÉRCIO E INDÚSTRIA LTDA","768,63"
"POUSADA LIMARQUES",768
"COHOVALE-CIA DE HOTEIS VALE DO TOCANTINS LTDA",760
"HOTELARIA RODRIGUES DA CUNHA LTDA","757,05"
"HOTELAR HOTELARIA E ADMINISTRAÇÃO LTDA",750
"GARBOS TRADE HOTEL LTDA","733,04"
"DALLAS HOTEL LTDA",725
"HOTÉIS CARIRI LTDA",720
"MUCIO CARNEIRO DOS SANTOS",720
"SOL VICTORIA MARINA","718,2"
"LUIZ DE BORBA SOBRINHO",690
"LINDOYA HOTEL",680
"TELEMAR NORTE LESTE S/A","674,25"
"RIVER PALACE HOTEL LTDA","664,17"
"GURUPI PALACE HOTEL",664
"CENTRO INTEGRADO DE DEFESA AÉREA E CONTROLE DO TRÉFEGO AÉREO",660
"CLASSIC HOTEL EMPREENDIMEN TOS LTA",660
"HOTEL BELVEDERE LTDA.",660
"HOTEL NACIONAL S/A",660
"SAN KARLO HOTEIS REUNIDOS S/A",650
"WETEGA",640
"MOINHOS & SILVEIRA LTDA",636
"HOTEL VALE VERDE LTDA","630,06"
"PARQUE DE MATERIAL AERONAUTICO DE SÃO PAULO",630
"NATAL CATERING LTDA","619,52"
"JCPO HOTÉIS E TURISMO LTDA",616
"EDM SOARES HOTELARIA ME",600
"HOTEL SOLAR DOS COLIBRIS",600
"SAN DIEGO HOTEL LTDA",600
"ATLÂNTICA HOTELS INTERNATIONAL QUALITA CCO S/A.","593,28"
"TELEMAR NORTE LESTE SA","588,41"
"ALOIZIO PIO JANUARIO ME",574
"DIOMIRA RODRIGUES DOS SANTOS - ME",570
"ELILA GOMES ROCHA",560
"DELMINO MALTAROLLO",550
"HILDETH DA SILVA CRUZ",550
"MOGANO HOTEL LTDA","549,12"
"CHURRASCARIA NELSON´S",540
"PAULISTA GARDEN HOTEL SP LTDA - ME",538
"CHURRASCARIA E RESTAURANTE ANDI LTDA","520,13"
"O QUINTAL BAR E RESTAURANTE",512
"AIPANA PLAZA HOTEL LTDA","508,77"
"HOTEL DE TRÂNSITO DA ACADEMIA DA FORÇA AÉREA",500
"HOTEL DE TRÂNSITO DO 8º BIS - COMANDO DE FRONTEIRA SOLIMÕES",500
"SILVEIRA & PORTO LTDA - CASSINO HOTEL",500
"ELIANICE ALVES DE OLIVIERA DELEVATTI-ME",495
"HOTEL SÃO SALVADOR LTDA",480
"TROPEIRO PLAZA HOTEL",475
"CHAMPION HOTEL",450
"M. A. DIAS DOS SANTOS ME",450
"POUSADA VILLA DA  GLÓRIA LTDA",450
"R. F. DE L. CUNHA",450
"S.M.S. DA SILVA",450
"OLINDA SPERAFICO PARK HOTEL LTDA",440
"R.M.M. HOTEL E CONVENÇÕES LTDA",435
"ELZINEIDE BERNARDINO PEREIRA - ME",425
"EXCELER PLAZA HOTEL",407
"RA CATERING LTDA - THE COLLECTION-CUMBICA SP",405
"MERIDIEN DO BRASIL TURISMO LTDA.","402,5"
"OESTE HOTEL LTDA","394,8"
"DALTOÉ & CIA LTDA - ME",393
"ACADEMIA DE TÊNIS RESORT LTDA","392,7"
"CATERAIR SERVIÇOS DE BORDO E HOTELARIA S/A","392,5"
"LUZIA HELENA DE FREITAS",380
"OPTIMUM HOTEIS LTDA",380
"VENEZA PLAZA HOTEL LTDA",380
"MARIA SUAZANA SIQUEIRA GONÇALVES",370
"NORTE HOTELARIA S/A","361,38"
"HOTELARIA ACCOR BRAS S/A",357
"POUSADA IRMAOS QUEIROZ LTDA",354
"HOTEL BELVEDERE",341
"HOTEL MENDONÇA LTDA",334
"HOTEL PORTO DO SOL SAO PAULO LTDA","325,67"
"TITÃO PLAZA HOTEL LTDA",325
"BONANÇA ADMINISTRAÇÃO DE HOTÉIS LTDA- EPP",320
"POUSADA LAS PALMERA",320
"POUSADA RIO BRANCO LTDA. - ME",314
"RANCHO CATARINENSE",312
"TRANSAMERICA FLATS","300,76"
"CAPRICHO ASTURIANO LTDA",300
"HOTEL HANNOVER LTDA",300
"SEVERINO PESSOA DE ANDRADE",300
"CAFE E BAR QUICK LTDA.","296,4"
"GOLD MAR HOTEL LTDA",294
"DALZISA SOARES DELLA LIBERA - ME",288
"ESTON HOTEL",288
"PLATAMON",286
"TAM LINHAS AÉREAS S/A",286
"HOTEL ITAIPÚ LTDA",280
"RAIMUNDO DO VALE ROLIM",280
"SERV. AUX. DE TRANSPORTE AÉREO S.A - SATA",273
"FRANCISCO VANDERLEI DE SA PARENTE",270
"POUSADA MORRO ENCANTADO",270
"SANFERNANDO ALIMENTOS LTDA",270
"ALVANI CASSIANO DA CUNHA",266
"PAULO HENRIQUE DAUFEMBACH - ME",255
"HOTEL E RESTAURANTE ÂNCORA LTDA - ME",252
"BEIRA RIO HOTEL LTDA - ME",250
"ESTORIL PALACE HOTEL",250
"VALE DAS ARARAS",250
"EULINA LEITE LIMA DA SILVA",240
"GERALDO IVAN OLIVEIRA DA CRUZ - ME",240
"HOTEL PAN LTDA",240
"PLACIDO IZANIO DANTAS SOUTO - ME",240
"FENÍCIA HOTEL LTDA",237
"BLUE TREE HOTEIS","213,15"
"COMETA HOTEL LTDA.",200
"HOTEL DE TRÂNSITO DE OFICIAIS DA 8ª DIVISÃO DE EXÉRCITO",200
"R.B MARTINS E CIA LTDA",200
"COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO","199,67"
"HOTEL EXCLUSIVO LTDA",196
"REIS PALACE HOTEL","192,6"
"POSTO VACCARIA","189,35"
"CATERAIR SERVIÇOS DE BORDO",189
"RA CATERING LTDA-THE COLLECTION CUMBICA SP",185
"ALAÍDE MARTINS DA SILVA",180
"MARTINS DA SILVA - ME - FLOR DO CERRADO",180
"ZÉLIA DA SILVA BEZERRA",180
"CRACCO PARK HOTEL LTDA",176
"REBECA MEDEIROS OLIVEIRA DA SILVA",166
"TRANSAMERICA FLAT INTERNACIONAL PLAZA","164,15"
"N. S. FERREIRA EMPREENDIMENTO",160
"RESTAURANTE E LANCHONETE MINHA FAMÍLIA LTDA - ME",160
"GUANABARA HOTEIS LTDA",158
"M.O.BASTOS - ME",150
"SAN MANUEL PRAIA HOTEL LTDA",138
"NSL EMPREENDIMENTOS LTDA","133,35"
"ANTONIO SERAFIM DA SILVA",130
"MILENE BIFFI",104
"MARIA LÚCIA GONÇALVES LUIZ - ME",96
"PEDRO MIRANDA MORAIS",95
"BAR IMPERATOR LTDA",90
"HOTEL ARERIPE LTDA",90
"HOTEL SENAC GROGOTO",90
"NACIONAL HOTEL",90
"MARIA NOYA FONSECA","87,5"
"ZIDORO DA SILVA OLIVEIRA",80
"A.B. DE SOUSA-ME",70
"FAZENDINHA TIA CEIÇA LTDA - EPP",60
"PRISCILA FERREIRA LOBO",60
"PUTHKAMER & SILVA LTDA - ME",50
"HOTEL FLAMBOYANT",45
"RESTAURANTE MARIA DAS TRANÇAS LTDA ME",45
"RA SERVICES LTDA",35
